ticket_id,agent_id,category,channel,priority,status,opened_at,closed_at,sla_target_hours,age_hours,resolution_hours,sla_breached
TKT0255,AG038,Account Access,Phone,Medium,Closed,2026-03-26 21:00,2026-03-28 00:00,48,27,27,False
TKT0256,AG050,Refund Request,Phone,High,Closed,2026-06-02 15:00,2026-06-03 12:00,24,21,21,False
TKT0257,AG010,Technical Support,Email,Low,Closed,2026-05-03 05:00,2026-05-05 06:00,72,49,49,False
TKT0258,AG010,Product Inquiry,Phone,Medium,Closed,2026-02-18 00:00,2026-02-19 03:00,48,27,27,False
TKT0259,AG046,Technical Support,Phone,Low,Closed,2026-06-06 15:00,2026-06-09 23:00,72,80,80,True
TKT0260,AG012,Product Inquiry,Phone,Low,Closed,2026-06-19 15:00,2026-06-21 08:00,72,41,41,False
TKT0261,AG040,Product Inquiry,Email,Low,Closed,2026-07-17 23:00,2026-07-19 09:00,72,34,34,False
TKT0262,AG050,Account Access,Phone,Critical,Closed,2026-03-18 07:00,2026-03-20 06:00,8,47,47,True
TKT0263,AG019,Billing,Phone,Low,Closed,2026-03-23 15:00,2026-03-25 03:00,72,36,36,False
TKT0264,AG019,Billing,Chat,Medium,Closed,2026-04-12 11:00,2026-04-15 06:00,48,67,67,True
TKT0265,AG014,Technical Support,Phone,Critical,Closed,2026-04-24 20:00,2026-04-25 04:00,8,8,8,False
TKT0266,AG016,Billing,Phone,Low,Closed,2026-03-11 04:00,2026-03-12 11:00,72,31,31,False
TKT0267,AG046,Product Inquiry,Email,High,Closed,2026-03-01 01:00,2026-03-01 12:00,24,11,11,False
TKT0268,AG031,Technical Support,Chat,Medium,Closed,2026-05-21 05:00,2026-05-22 12:00,48,31,31,False
TKT0269,AG035,Billing,Email,Low,Closed,2026-07-16 02:00,2026-07-17 08:00,72,30,30,False
TKT0270,AG026,Product Inquiry,Email,Medium,Open,2026-08-28 07:00,,48,101,,True
TKT0271,AG003,Billing,Chat,High,Open,2026-08-24 19:00,,24,185,,True
TKT0272,AG035,Refund Request,Chat,Medium,Closed,2026-03-27 09:00,2026-03-29 03:00,48,42,42,False
TKT0273,AG022,Technical Support,Phone,High,Closed,2026-05-10 14:00,2026-05-10 18:00,24,4,4,False
TKT0274,AG037,Technical Support,Email,Medium,Closed,2026-02-17 00:00,2026-02-17 19:00,48,19,19,False
TKT0275,AG026,Billing,Email,Medium,Closed,2026-04-14 13:00,2026-04-14 19:00,48,6,6,False
TKT0276,AG029,Account Access,Chat,Critical,Closed,2026-03-05 00:00,2026-03-05 04:00,8,4,4,False
TKT0277,AG004,Billing,Chat,Low,Closed,2026-01-03 08:00,2026-01-04 15:00,72,31,31,False
TKT0278,AG041,Account Access,Chat,Low,Closed,2026-05-09 22:00,2026-05-13 14:00,72,88,88,True
TKT0279,AG039,Account Access,Chat,Medium,Closed,2026-02-04 15:00,2026-02-06 15:00,48,48,48,False
TKT0280,AG014,Technical Support,Phone,Medium,Open,2026-08-28 17:00,,48,91,,True
TKT0281,AG034,Account Access,Email,High,Open,2026-08-31 21:00,,24,15,,False
TKT0282,AG037,Refund Request,Email,High,Closed,2026-08-01 17:00,2026-08-03 19:00,24,50,50,True
TKT0283,AG046,Refund Request,Chat,Low,Open,2026-08-31 09:00,,72,27,,False
TKT0284,AG027,Product Inquiry,Phone,Low,Closed,2026-07-27 01:00,2026-07-29 19:00,72,66,66,False
TKT0285,AG017,Billing,Phone,Low,Closed,2026-07-26 09:00,2026-07-28 12:00,72,51,51,False
TKT0286,AG004,Billing,Chat,Low,Closed,2026-04-19 11:00,2026-04-22 09:00,72,70,70,False
TKT0287,AG024,Product Inquiry,Chat,Low,Closed,2026-07-16 04:00,2026-07-21 10:00,72,126,126,True
TKT0288,AG043,Refund Request,Email,High,Open,2026-08-31 14:00,,24,22,,False
TKT0289,AG047,Technical Support,Email,Medium,Closed,2026-02-15 17:00,2026-02-16 02:00,48,9,9,False
TKT0290,AG035,Product Inquiry,Phone,High,Open,2026-08-29 13:00,,24,71,,True
TKT0291,AG047,Billing,Email,Medium,Closed,2026-04-28 11:00,2026-04-29 00:00,48,13,13,False
TKT0292,AG007,Refund Request,Email,High,Closed,2026-07-16 00:00,2026-07-16 03:00,24,3,3,False
TKT0293,AG026,Product Inquiry,Email,Medium,Closed,2026-08-12 01:00,2026-08-12 04:00,48,3,3,False
TKT0294,AG015,Refund Request,Chat,Medium,Closed,2026-07-18 01:00,2026-07-18 20:00,48,19,19,False
TKT0295,AG043,Refund Request,Email,Medium,Closed,2026-07-29 10:00,2026-07-29 20:00,48,10,10,False
TKT0296,AG041,Product Inquiry,Phone,Medium,Closed,2026-05-23 18:00,2026-05-26 17:00,48,71,71,True
TKT0297,AG025,Refund Request,Chat,Medium,Open,2026-08-24 22:00,,48,182,,True
TKT0298,AG031,Technical Support,Email,Medium,Closed,2026-03-18 12:00,2026-03-19 23:00,48,35,35,False
TKT0299,AG027,Product Inquiry,Phone,Low,Closed,2026-07-26 14:00,2026-08-01 14:00,72,144,144,True
TKT0300,AG029,Account Access,Email,Medium,Closed,2026-03-07 06:00,2026-03-07 12:00,48,6,6,False
TKT0301,AG044,Refund Request,Phone,Medium,Open,2026-08-31 11:00,,48,25,,False
TKT0302,AG014,Product Inquiry,Email,Low,Closed,2026-07-25 18:00,2026-07-28 18:00,72,72,72,False
TKT0303,AG048,Product Inquiry,Email,High,Closed,2026-01-04 06:00,2026-01-05 22:00,24,40,40,True
TKT0304,AG025,Product Inquiry,Phone,Medium,Closed,2026-04-12 07:00,2026-04-13 02:00,48,19,19,False
TKT0305,AG007,Product Inquiry,Chat,Medium,Closed,2026-04-03 16:00,2026-04-08 04:00,48,108,108,True
TKT0306,AG048,Technical Support,Email,High,Closed,2026-04-16 01:00,2026-04-16 09:00,24,8,8,False
TKT0307,AG019,Technical Support,Email,Low,Open,2026-08-28 09:00,,72,99,,True
TKT0308,AG017,Product Inquiry,Phone,Low,Closed,2026-08-02 07:00,2026-08-04 03:00,72,44,44,False
TKT0309,AG009,Refund Request,Chat,Medium,Closed,2026-02-13 23:00,2026-02-16 21:00,48,70,70,True
TKT0310,AG034,Billing,Email,Low,Open,2026-08-27 04:00,,72,128,,True
TKT0311,AG015,Billing,Phone,High,Closed,2026-07-15 00:00,2026-07-15 21:00,24,21,21,False
TKT0312,AG043,Product Inquiry,Email,Low,Closed,2026-04-27 11:00,2026-04-30 01:00,72,62,62,False
TKT0313,AG035,Account Access,Email,Low,Closed,2026-01-04 00:00,2026-01-05 12:00,72,36,36,False
TKT0314,AG034,Technical Support,Email,Medium,Closed,2026-04-21 05:00,2026-04-21 12:00,48,7,7,False
TKT0315,AG006,Account Access,Chat,Low,Closed,2026-07-28 11:00,2026-07-30 14:00,72,51,51,False
TKT0316,AG042,Billing,Email,Medium,Closed,2026-06-28 07:00,2026-06-28 13:00,48,6,6,False
TKT0317,AG011,Billing,Chat,Medium,Closed,2026-05-02 01:00,2026-05-03 22:00,48,45,45,False
TKT0318,AG034,Billing,Email,High,Closed,2026-03-26 18:00,2026-03-28 07:00,24,37,37,True
TKT0319,AG018,Billing,Email,Low,Open,2026-08-24 23:00,,72,181,,True
TKT0320,AG021,Billing,Email,Medium,Closed,2026-05-20 18:00,2026-05-21 06:00,48,12,12,False
TKT0321,AG011,Refund Request,Email,Medium,Closed,2026-07-02 12:00,2026-07-06 03:00,48,87,87,True
TKT0322,AG022,Product Inquiry,Phone,Medium,Open,2026-08-29 01:00,,48,83,,True
TKT0323,AG048,Account Access,Email,Low,Open,2026-08-28 03:00,,72,105,,True
TKT0324,AG050,Account Access,Email,Low,Closed,2026-01-20 10:00,2026-01-22 13:00,72,51,51,False
TKT0325,AG025,Product Inquiry,Email,Medium,Closed,2026-04-26 15:00,2026-04-28 03:00,48,36,36,False
TKT0326,AG046,Billing,Email,Medium,Closed,2026-01-22 19:00,2026-01-23 11:00,48,16,16,False
TKT0327,AG021,Account Access,Email,Low,Closed,2026-07-20 20:00,2026-07-22 22:00,72,50,50,False
TKT0328,AG007,Technical Support,Email,Low,Open,2026-08-31 01:00,,72,35,,False
TKT0329,AG006,Account Access,Phone,Low,Closed,2026-05-23 16:00,2026-05-23 20:00,72,4,4,False
TKT0330,AG025,Billing,Phone,Low,Closed,2026-03-25 12:00,2026-03-27 17:00,72,53,53,False
TKT0331,AG034,Technical Support,Phone,High,Open,2026-08-26 10:00,,24,146,,True
TKT0332,AG011,Product Inquiry,Chat,Medium,Closed,2026-03-19 08:00,2026-03-19 13:00,48,5,5,False
TKT0333,AG047,Product Inquiry,Phone,Medium,Closed,2026-01-20 11:00,2026-01-21 03:00,48,16,16,False
TKT0334,AG022,Refund Request,Chat,Medium,Closed,2026-02-04 09:00,2026-02-05 11:00,48,26,26,False
TKT0335,AG020,Account Access,Phone,High,Closed,2026-03-27 13:00,2026-03-29 07:00,24,42,42,True
TKT0336,AG019,Product Inquiry,Phone,High,Closed,2026-03-22 05:00,2026-03-24 22:00,24,65,65,True
TKT0337,AG013,Refund Request,Phone,High,Closed,2026-03-13 12:00,2026-03-14 07:00,24,19,19,False
TKT0338,AG029,Account Access,Phone,Low,Closed,2026-01-07 23:00,2026-01-09 02:00,72,27,27,False
TKT0339,AG032,Technical Support,Phone,Low,Open,2026-08-27 16:00,,72,116,,True
TKT0340,AG005,Product Inquiry,Phone,Low,Closed,2026-02-09 22:00,2026-02-11 23:00,72,49,49,False
TKT0341,AG024,Refund Request,Phone,Medium,Closed,2026-05-10 22:00,2026-05-11 01:00,48,3,3,False
TKT0342,AG011,Refund Request,Email,Medium,Closed,2026-07-16 07:00,2026-07-17 06:00,48,23,23,False
TKT0343,AG028,Billing,Email,Medium,Closed,2026-06-15 12:00,2026-06-19 07:00,48,91,91,True
TKT0344,AG029,Account Access,Chat,Low,Closed,2026-07-11 16:00,2026-07-12 21:00,72,29,29,False
TKT0345,AG031,Billing,Chat,Medium,Closed,2026-06-26 16:00,2026-06-26 18:00,48,2,2,False
TKT0346,AG010,Account Access,Chat,Medium,Open,2026-08-30 13:00,,48,47,,False
TKT0347,AG029,Product Inquiry,Chat,Low,Closed,2026-05-14 15:00,2026-05-15 04:00,72,13,13,False
TKT0348,AG042,Billing,Phone,Low,Closed,2026-07-01 03:00,2026-07-02 23:00,72,44,44,False
TKT0349,AG012,Refund Request,Email,High,Open,2026-08-30 02:00,,24,58,,True
TKT0350,AG012,Product Inquiry,Chat,Low,Closed,2026-04-29 07:00,2026-05-03 07:00,72,96,96,True
TKT0351,AG001,Technical Support,Email,Low,Closed,2026-02-20 14:00,2026-02-22 16:00,72,50,50,False
TKT0352,AG012,Account Access,Chat,Low,Closed,2026-07-23 02:00,2026-07-25 23:00,72,69,69,False
TKT0353,AG039,Product Inquiry,Phone,Low,Closed,2026-06-21 15:00,2026-06-23 08:00,72,41,41,False
TKT0354,AG046,Account Access,Phone,Medium,Closed,2026-04-01 14:00,2026-04-03 10:00,48,44,44,False
TKT0355,AG012,Account Access,Phone,Medium,Closed,2026-03-22 03:00,2026-03-22 11:00,48,8,8,False
TKT0356,AG012,Product Inquiry,Phone,Low,Closed,2026-06-02 04:00,2026-06-04 11:00,72,55,55,False
TKT0357,AG036,Technical Support,Chat,Medium,Open,2026-08-27 13:00,,48,119,,True
TKT0358,AG001,Product Inquiry,Email,Low,Closed,2026-08-04 14:00,2026-08-06 12:00,72,46,46,False
TKT0359,AG044,Product Inquiry,Chat,Low,Closed,2026-05-24 16:00,2026-05-26 21:00,72,53,53,False
TKT0360,AG019,Billing,Chat,Medium,Closed,2026-02-12 02:00,2026-02-12 17:00,48,15,15,False
TKT0361,AG036,Refund Request,Email,Low,Closed,2026-07-19 14:00,2026-07-22 06:00,72,64,64,False
TKT0362,AG049,Product Inquiry,Phone,Medium,Closed,2026-05-20 11:00,2026-05-20 14:00,48,3,3,False
TKT0363,AG003,Product Inquiry,Chat,Low,Closed,2026-07-08 20:00,2026-07-13 11:00,72,111,111,True
TKT0364,AG014,Refund Request,Phone,Low,Closed,2026-04-23 03:00,2026-04-27 10:00,72,103,103,True
TKT0365,AG014,Technical Support,Email,Medium,Closed,2026-06-11 13:00,2026-06-11 22:00,48,9,9,False
TKT0366,AG019,Account Access,Phone,Medium,Closed,2026-06-02 17:00,2026-06-04 15:00,48,46,46,False
TKT0367,AG007,Technical Support,Chat,Low,Open,2026-08-23 21:00,,72,207,,True
TKT0368,AG045,Technical Support,Email,High,Open,2026-08-28 19:00,,24,89,,True
TKT0369,AG037,Account Access,Phone,Low,Closed,2026-03-05 21:00,2026-03-06 16:00,72,19,19,False
TKT0370,AG018,Account Access,Chat,Medium,Closed,2026-06-12 02:00,2026-06-14 02:00,48,48,48,False
TKT0371,AG041,Account Access,Email,Critical,Closed,2026-01-01 23:00,2026-01-02 07:00,8,8,8,False
TKT0372,AG019,Account Access,Phone,High,Closed,2026-04-20 06:00,2026-04-20 17:00,24,11,11,False
TKT0373,AG003,Billing,Phone,Medium,Closed,2026-05-05 10:00,2026-05-07 17:00,48,55,55,True
TKT0374,AG028,Technical Support,Phone,High,Closed,2026-02-01 05:00,2026-02-01 06:00,24,1,1,False
TKT0375,AG006,Account Access,Chat,High,Open,2026-09-01 03:00,,24,9,,False
TKT0376,AG047,Technical Support,Chat,Low,Closed,2026-06-16 05:00,2026-06-17 21:00,72,40,40,False
TKT0377,AG038,Technical Support,Phone,Medium,Closed,2026-01-01 06:00,2026-01-01 15:00,48,9,9,False
TKT0378,AG045,Technical Support,Chat,Medium,Closed,2026-06-28 10:00,2026-07-02 17:00,48,103,103,True
TKT0379,AG020,Technical Support,Chat,Low,Closed,2026-07-07 03:00,2026-07-09 03:00,72,48,48,False
TKT0380,AG005,Refund Request,Phone,High,Closed,2026-02-04 20:00,2026-02-06 15:00,24,43,43,True
TKT0381,AG027,Refund Request,Phone,Low,Closed,2026-04-23 11:00,2026-04-24 07:00,72,20,20,False
TKT0382,AG038,Product Inquiry,Chat,Medium,Closed,2026-08-18 03:00,2026-08-18 11:00,48,8,8,False
TKT0383,AG016,Refund Request,Phone,Critical,Closed,2026-02-05 07:00,2026-02-05 09:00,8,2,2,False
TKT0384,AG020,Technical Support,Phone,Medium,Closed,2026-07-19 22:00,2026-07-21 17:00,48,43,43,False
TKT0385,AG032,Product Inquiry,Email,Medium,Closed,2026-04-11 09:00,2026-04-12 01:00,48,16,16,False
TKT0386,AG024,Account Access,Email,Low,Closed,2026-01-19 16:00,2026-01-22 18:00,72,74,74,True
TKT0387,AG044,Technical Support,Chat,Medium,Open,2026-08-31 01:00,,48,35,,False
TKT0388,AG014,Billing,Email,Critical,Closed,2026-01-05 18:00,2026-01-05 23:00,8,5,5,False
TKT0389,AG028,Product Inquiry,Email,High,Closed,2026-03-15 20:00,2026-03-16 10:00,24,14,14,False
TKT0390,AG033,Technical Support,Email,Medium,Closed,2026-02-09 08:00,2026-02-09 14:00,48,6,6,False
TKT0391,AG020,Product Inquiry,Phone,Medium,Closed,2026-06-12 20:00,2026-06-13 01:00,48,5,5,False
TKT0392,AG030,Refund Request,Phone,Critical,Closed,2026-03-04 02:00,2026-03-05 01:00,8,23,23,True
TKT0393,AG046,Technical Support,Phone,Low,Closed,2026-06-18 23:00,2026-06-19 01:00,72,2,2,False
TKT0394,AG011,Account Access,Email,Low,Closed,2026-03-30 16:00,2026-04-01 02:00,72,34,34,False
TKT0395,AG050,Billing,Chat,Medium,Open,2026-08-30 04:00,,48,56,,True
TKT0396,AG041,Billing,Chat,High,Closed,2026-01-17 08:00,2026-01-18 03:00,24,19,19,False
TKT0397,AG017,Billing,Phone,Medium,Closed,2026-05-08 18:00,2026-05-09 05:00,48,11,11,False
TKT0398,AG016,Billing,Chat,Medium,Closed,2026-07-09 16:00,2026-07-09 17:00,48,1,1,False
TKT0399,AG036,Product Inquiry,Email,Medium,Open,2026-09-01 09:00,,48,3,,False
TKT0400,AG037,Account Access,Email,Low,Closed,2026-07-04 10:00,2026-07-04 20:00,72,10,10,False
TKT0401,AG003,Product Inquiry,Email,Medium,Open,2026-08-31 02:00,,48,34,,False
TKT0402,AG021,Billing,Phone,High,Open,2026-08-30 16:00,,24,44,,True
TKT0403,AG030,Account Access,Phone,Medium,Closed,2026-03-16 18:00,2026-03-20 02:00,48,80,80,True
TKT0404,AG035,Technical Support,Email,Critical,Open,2026-08-30 05:00,,8,55,,True
TKT0405,AG022,Billing,Phone,Low,Closed,2026-03-01 17:00,2026-03-01 19:00,72,2,2,False
TKT0406,AG027,Product Inquiry,Email,Medium,Closed,2026-03-20 03:00,2026-03-20 19:00,48,16,16,False
TKT0407,AG034,Product Inquiry,Phone,Critical,Closed,2026-03-13 02:00,2026-03-13 06:00,8,4,4,False
TKT0408,AG009,Product Inquiry,Email,High,Closed,2026-07-11 02:00,2026-07-11 19:00,24,17,17,False
TKT0409,AG021,Product Inquiry,Phone,Medium,Closed,2026-06-19 04:00,2026-06-19 21:00,48,17,17,False
TKT0410,AG009,Refund Request,Email,High,Closed,2026-04-26 08:00,2026-04-26 15:00,24,7,7,False
TKT0411,AG023,Technical Support,Chat,Low,Closed,2026-04-30 10:00,2026-05-03 07:00,72,69,69,False
TKT0412,AG046,Refund Request,Email,Low,Closed,2026-01-31 02:00,2026-02-01 17:00,72,39,39,False
TKT0413,AG023,Product Inquiry,Phone,Low,Open,2026-08-31 04:00,,72,32,,False
TKT0414,AG029,Refund Request,Phone,Low,Closed,2026-07-29 05:00,2026-07-31 09:00,72,52,52,False
TKT0415,AG050,Technical Support,Email,Medium,Closed,2026-01-27 04:00,2026-01-27 08:00,48,4,4,False
TKT0416,AG038,Refund Request,Chat,Low,Closed,2026-06-25 20:00,2026-06-29 07:00,72,83,83,True
TKT0417,AG009,Billing,Chat,High,Closed,2026-01-17 06:00,2026-01-20 15:00,24,81,81,True
TKT0418,AG047,Product Inquiry,Chat,Low,Open,2026-08-30 04:00,,72,56,,False
TKT0419,AG018,Account Access,Chat,Low,Closed,2026-02-14 11:00,2026-02-15 11:00,72,24,24,False
TKT0420,AG032,Product Inquiry,Phone,High,Closed,2026-06-08 19:00,2026-06-09 05:00,24,10,10,False
TKT0421,AG034,Technical Support,Phone,Medium,Closed,2026-04-09 04:00,2026-04-10 22:00,48,42,42,False
TKT0422,AG031,Refund Request,Chat,Critical,Closed,2026-01-05 12:00,2026-01-07 18:00,8,54,54,True
TKT0423,AG021,Refund Request,Email,Low,Closed,2026-03-24 12:00,2026-03-24 16:00,72,4,4,False
TKT0424,AG034,Account Access,Phone,Low,Closed,2026-03-13 01:00,2026-03-18 14:00,72,133,133,True
TKT0425,AG016,Account Access,Phone,Critical,Open,2026-09-01 06:00,,8,6,,False
TKT0426,AG037,Product Inquiry,Chat,High,Open,2026-09-01 04:00,,24,8,,False
TKT0427,AG038,Account Access,Phone,High,Open,2026-09-01 04:00,,24,8,,False
TKT0428,AG023,Refund Request,Phone,Medium,Open,2026-08-30 15:00,,48,45,,False
TKT0429,AG035,Account Access,Email,Low,Open,2026-08-28 04:00,,72,104,,True
TKT0430,AG031,Billing,Chat,Medium,Closed,2026-03-01 19:00,2026-03-03 05:00,48,34,34,False
TKT0431,AG004,Billing,Email,High,Closed,2026-02-03 10:00,2026-02-03 21:00,24,11,11,False
TKT0432,AG024,Billing,Chat,Medium,Open,2026-08-29 02:00,,48,82,,True
TKT0433,AG009,Technical Support,Phone,Medium,Closed,2026-05-31 03:00,2026-06-01 00:00,48,21,21,False
TKT0434,AG036,Refund Request,Chat,High,Closed,2026-05-05 20:00,2026-05-06 19:00,24,23,23,False
TKT0435,AG009,Technical Support,Phone,Low,Closed,2026-02-14 12:00,2026-02-16 02:00,72,38,38,False
TKT0436,AG012,Refund Request,Chat,Low,Closed,2026-05-27 12:00,2026-05-30 17:00,72,77,77,True
TKT0437,AG007,Product Inquiry,Email,High,Open,2026-08-31 17:00,,24,19,,False
TKT0438,AG046,Account Access,Chat,Low,Closed,2026-03-30 10:00,2026-03-30 22:00,72,12,12,False
TKT0439,AG047,Billing,Email,Low,Closed,2026-06-27 02:00,2026-06-27 16:00,72,14,14,False
TKT0440,AG023,Refund Request,Chat,Medium,Closed,2026-02-12 13:00,2026-02-13 14:00,48,25,25,False
TKT0441,AG011,Product Inquiry,Email,Low,Closed,2026-08-10 18:00,2026-08-11 23:00,72,29,29,False
TKT0442,AG005,Account Access,Email,High,Closed,2026-01-06 10:00,2026-01-06 14:00,24,4,4,False
TKT0443,AG022,Refund Request,Phone,High,Closed,2026-01-20 17:00,2026-01-22 05:00,24,36,36,True
TKT0444,AG011,Billing,Email,High,Closed,2026-04-21 20:00,2026-04-22 10:00,24,14,14,False
TKT0445,AG047,Refund Request,Chat,Low,Open,2026-08-29 13:00,,72,71,,False
TKT0446,AG032,Technical Support,Email,Medium,Closed,2026-01-25 01:00,2026-01-26 13:00,48,36,36,False
TKT0447,AG013,Billing,Email,Medium,Closed,2026-03-17 21:00,2026-03-19 04:00,48,31,31,False
TKT0448,AG026,Product Inquiry,Chat,Low,Closed,2026-01-21 15:00,2026-01-26 07:00,72,112,112,True
TKT0449,AG025,Account Access,Email,High,Closed,2026-06-14 17:00,2026-06-15 05:00,24,12,12,False
TKT0450,AG037,Billing,Email,Medium,Closed,2026-04-30 08:00,2026-05-01 02:00,48,18,18,False
TKT0451,AG027,Refund Request,Email,High,Closed,2026-01-22 21:00,2026-01-23 15:00,24,18,18,False
TKT0452,AG035,Product Inquiry,Phone,Medium,Open,2026-08-29 09:00,,48,75,,True
TKT0453,AG033,Refund Request,Phone,High,Closed,2026-01-21 12:00,2026-01-22 17:00,24,29,29,True
TKT0454,AG012,Technical Support,Email,High,Closed,2026-06-08 04:00,2026-06-08 19:00,24,15,15,False
TKT0455,AG013,Technical Support,Phone,High,Closed,2026-04-19 02:00,2026-04-22 10:00,24,80,80,True
TKT0456,AG006,Product Inquiry,Phone,Low,Open,2026-08-27 03:00,,72,129,,True
TKT0457,AG045,Refund Request,Phone,Medium,Closed,2026-03-12 16:00,2026-03-12 17:00,48,1,1,False
TKT0458,AG038,Billing,Email,Medium,Closed,2026-04-17 04:00,2026-04-18 18:00,48,38,38,False
TKT0459,AG017,Product Inquiry,Phone,Medium,Closed,2026-03-15 17:00,2026-03-19 22:00,48,101,101,True
TKT0460,AG040,Refund Request,Phone,Medium,Closed,2026-01-10 05:00,2026-01-10 15:00,48,10,10,False
TKT0461,AG048,Product Inquiry,Chat,Medium,Closed,2026-08-16 10:00,2026-08-16 14:00,48,4,4,False
TKT0462,AG045,Billing,Email,High,Closed,2026-07-29 09:00,2026-07-30 01:00,24,16,16,False
TKT0463,AG018,Product Inquiry,Phone,Low,Open,2026-08-30 18:00,,72,42,,False
TKT0464,AG024,Billing,Phone,Medium,Closed,2026-02-24 13:00,2026-02-25 23:00,48,34,34,False
TKT0465,AG037,Billing,Email,High,Closed,2026-07-01 16:00,2026-07-02 09:00,24,17,17,False
TKT0466,AG003,Product Inquiry,Email,Low,Open,2026-08-28 20:00,,72,88,,True
TKT0467,AG026,Billing,Phone,High,Closed,2026-03-12 11:00,2026-03-16 04:00,24,89,89,True
TKT0468,AG038,Refund Request,Chat,Low,Closed,2026-06-02 14:00,2026-06-05 03:00,72,61,61,False
TKT0469,AG019,Billing,Chat,Low,Open,2026-09-01 00:00,,72,12,,False
TKT0470,AG015,Technical Support,Phone,Low,Open,2026-08-28 22:00,,72,86,,True
TKT0471,AG031,Technical Support,Phone,Low,Closed,2026-05-12 00:00,2026-05-15 02:00,72,74,74,True
TKT0472,AG046,Account Access,Chat,Low,Closed,2026-02-27 08:00,2026-03-01 00:00,72,40,40,False
TKT0473,AG030,Account Access,Phone,High,Open,2026-08-30 22:00,,24,38,,True
TKT0474,AG024,Refund Request,Phone,Medium,Closed,2026-05-30 03:00,2026-05-31 22:00,48,43,43,False
TKT0475,AG018,Account Access,Chat,Medium,Closed,2026-06-25 03:00,2026-06-26 01:00,48,22,22,False
TKT0476,AG034,Technical Support,Email,Low,Closed,2026-08-17 20:00,2026-08-18 16:00,72,20,20,False
TKT0477,AG009,Billing,Phone,High,Closed,2026-06-03 12:00,2026-06-04 10:00,24,22,22,False
TKT0478,AG038,Refund Request,Email,Medium,Closed,2026-04-18 12:00,2026-04-18 15:00,48,3,3,False
TKT0479,AG043,Account Access,Phone,Low,Closed,2026-06-25 17:00,2026-06-28 06:00,72,61,61,False
TKT0480,AG031,Technical Support,Phone,Low,Closed,2026-06-18 17:00,2026-06-19 06:00,72,13,13,False
TKT0481,AG042,Billing,Email,Low,Closed,2026-07-15 05:00,2026-07-20 00:00,72,115,115,True
TKT0482,AG024,Account Access,Phone,Medium,Closed,2026-03-20 13:00,2026-03-24 08:00,48,91,91,True
TKT0483,AG038,Refund Request,Phone,Low,Open,2026-08-27 19:00,,72,113,,True
TKT0484,AG025,Refund Request,Chat,Low,Open,2026-08-27 16:00,,72,116,,True
TKT0485,AG022,Product Inquiry,Phone,Medium,Open,2026-08-31 23:00,,48,13,,False
TKT0486,AG012,Billing,Chat,High,Open,2026-08-31 13:00,,24,23,,False
TKT0487,AG001,Product Inquiry,Chat,Low,Open,2026-09-01 04:00,,72,8,,False
TKT0488,AG009,Refund Request,Chat,Low,Closed,2026-05-28 05:00,2026-05-28 17:00,72,12,12,False
TKT0489,AG013,Account Access,Email,Medium,Closed,2026-05-03 12:00,2026-05-04 23:00,48,35,35,False
TKT0490,AG041,Technical Support,Email,High,Closed,2026-05-16 06:00,2026-05-16 07:00,24,1,1,False
TKT0491,AG020,Technical Support,Email,Medium,Closed,2026-02-03 03:00,2026-02-04 17:00,48,38,38,False
TKT0492,AG034,Account Access,Chat,High,Closed,2026-03-16 14:00,2026-03-17 10:00,24,20,20,False
TKT0493,AG023,Technical Support,Email,High,Open,2026-08-31 20:00,,24,16,,False
TKT0494,AG015,Technical Support,Email,High,Open,2026-09-01 04:00,,24,8,,False
TKT0495,AG003,Product Inquiry,Phone,Medium,Closed,2026-02-13 03:00,2026-02-14 21:00,48,42,42,False
TKT0496,AG042,Billing,Email,Low,Closed,2026-01-13 19:00,2026-01-17 09:00,72,86,86,True
TKT0497,AG045,Technical Support,Email,Medium,Closed,2026-04-08 03:00,2026-04-09 10:00,48,31,31,False
TKT0498,AG034,Account Access,Phone,Medium,Closed,2026-03-19 13:00,2026-03-21 08:00,48,43,43,False
TKT0499,AG008,Account Access,Email,Medium,Closed,2026-08-01 03:00,2026-08-02 19:00,48,40,40,False
TKT0500,AG013,Account Access,Phone,High,Closed,2026-06-05 06:00,2026-06-09 01:00,24,91,91,True
